Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
14, 15, 17, PREMIUM_PRIORITY: 2446, 1, 0.9995911692559281; 5574, 157, 0.9718335127377108; 5145, 0, 1.0; 2875, 158, 0.9450434782608695; 0.9802992518703242; 2406.857938400659, 31417.13301775603; 10586.97664293239
15, 15, 17, PREMIUM_PRIORITY: 2326, 0, 1.0; 5429, 70, 0.9871062810830724; 5086, 0, 1.0; 2669, 70, 0.9737729486699138; 0.9909735654416505; 2202.0329258995916, 28931.131681564933; 10523.136461319971
16, 15, 17, PREMIUM_PRIORITY: 2387, 0, 1.0; 5455, 91, 0.9833180568285976; 5115, 0, 1.0; 2727, 91, 0.9666299963329666; 0.9883958173935221; 2402.043269556176, 29540.945524026072; 10541.114221127102
17, 15, 17, PREMIUM_PRIORITY: 2452, 0, 1.0; 5586, 162, 0.9709989258861439; 5212, 0, 1.0; 2826, 162, 0.9426751592356688; 0.9798457327693456; 2710.4782814870996, 29044.10591299711; 10533.762367709254
18, 15, 17, PREMIUM_PRIORITY: 2253, 0, 1.0; 5536, 120, 0.9783236994219653; 5021, 0, 1.0; 2768, 120, 0.9566473988439307; 0.984593657722429; 2489.4525966968213, 29763.843958397818; 10547.906767743112
19, 15, 17, PREMIUM_PRIORITY: 2333, 0, 1.0; 5464, 146, 0.9732796486090776; 4978, 0, 1.0; 2819, 146, 0.9482085846044697; 0.9812748493010132; 2666.8794725295884, 32722.718718063203; 10622.863293884739
20, 15, 17, PREMIUM_PRIORITY: 2349, 0, 1.0; 5407, 202, 0.9626410208988349; 4956, 0, 1.0; 2800, 202, 0.9278571428571428; 0.9739556472408458; 2381.2905278072576, 32556.23837784957; 10614.380551913584
21, 15, 17, PREMIUM_PRIORITY: 2314, 1, 0.9995678478824547; 5570, 247, 0.9556552962298025; 5014, 0, 1.0; 2870, 248, 0.913588850174216; 0.9685438863521055; 2117.5097598019784, 33867.50944664821; 10642.299488730612
22, 15, 17, PREMIUM_PRIORITY: 2326, 0, 1.0; 5594, 211, 0.9622810153736145; 5050, 0, 1.0; 2870, 211, 0.9264808362369338; 0.9733585858585858; 3194.0373252187565, 32982.04010464279; 10637.350365920263
23, 15, 17, PREMIUM_PRIORITY: 2409, 0, 1.0; 5516, 180, 0.9673676577229877; 5114, 0, 1.0; 2811, 180, 0.935965848452508; 0.9772870662460568; 2304.704599337754, 30059.169694133205; 10552.25492681086
24, 15, 17, PREMIUM_PRIORITY: 2391, 5, 0.9979088247595148; 5541, 218, 0.9606569211333694; 5160, 0, 1.0; 2772, 223, 0.9195526695526696; 0.9718860312657589; 2810.762023494768, 32133.473356294562; 10610.709654892227
25, 15, 17, PREMIUM_PRIORITY: 2370, 5, 0.9978902953586498; 5494, 265, 0.9517655624317437; 5072, 0, 1.0; 2792, 270, 0.9032951289398281; 0.9656663275686673; 2879.9188260781957, 29604.310433799226; 10550.056319799882
26, 15, 17, PREMIUM_PRIORITY: 2452, 0, 1.0; 5339, 152, 0.9715302491103203; 5002, 0, 1.0; 2789, 152, 0.945500179275726; 0.9804903093312797; 2508.6092436071485, 30504.38529174631; 10566.275974580585
27, 15, 17, PREMIUM_PRIORITY: 2435, 0, 1.0; 5552, 159, 0.9713616714697406; 5191, 0, 1.0; 2796, 159, 0.9431330472103004; 0.9800926505571553; 2729.2520076850924, 31005.83513374925; 10581.928448025912
28, 15, 17, PREMIUM_PRIORITY: 2431, 0, 1.0; 5471, 254, 0.9535733869493694; 5054, 0, 1.0; 2848, 254, 0.910814606741573; 0.9678562389268539; 2331.5911942978273, 32714.77987502556; 10617.480563052257
29, 15, 17, PREMIUM_PRIORITY: 2432, 1, 0.9995888157894737; 5516, 183, 0.9668237853517041; 5135, 0, 1.0; 2813, 184, 0.934589406327764; 0.9768495218922999; 3064.8302711466677, 31655.903089138388; 10602.9866748241
30, 15, 17, PREMIUM_PRIORITY: 2330, 0, 1.0; 5482, 131, 0.9761036118205034; 4992, 0, 1.0; 2820, 131, 0.9535460992907802; 0.9832309267793139; 2588.6780151521816, 33679.75422537331; 10645.009256925156
1, 16, 9, PREMIUM_PRIORITY: 1948, 0, 1.0; 4817, 1680, 0.6512352086360805; 5087, 2, 0.9996068409671712; 1678, 1678, 0.0; 0.7516629711751663; 2317.431358221482, 22599.936274758424; 7652.411072963603
2, 16, 9, PREMIUM_PRIORITY: 1901, 0, 1.0; 4854, 1656, 0.6588380716934488; 5099, 0, 1.0; 1656, 1656, 0.0; 0.7548482605477425; 2455.525703217645, 21716.359157872852; 7632.9847581883605
3, 16, 9, PREMIUM_PRIORITY: 1919, 0, 1.0; 4785, 1649, 0.6553814002089864; 5055, 0, 1.0; 1649, 1649, 0.0; 0.7540274463007159; 2291.251158240484, 20455.42167785963; 7599.669535063391
4, 16, 9, PREMIUM_PRIORITY: 1850, 0, 1.0; 4928, 1668, 0.661525974025974; 5110, 0, 1.0; 1668, 1668, 0.0; 0.7539097078784303; 2506.642937797442, 22316.97848466765; 7648.433829913159
5, 16, 9, PREMIUM_PRIORITY: 1843, 0, 1.0; 4857, 1656, 0.6590487955528104; 5044, 0, 1.0; 1656, 1656, 0.0; 0.7528358208955224; 2562.504904703761, 20357.655310610193; 7601.481544796021
6, 16, 9, PREMIUM_PRIORITY: 1924, 0, 1.0; 4912, 1696, 0.6547231270358307; 5140, 0, 1.0; 1696, 1696, 0.0; 0.7519016968987712; 2596.9228239878285, 23609.169177940494; 7681.366624832884
7, 16, 9, PREMIUM_PRIORITY: 1910, 0, 1.0; 4813, 1690, 0.6488676501142738; 5033, 0, 1.0; 1690, 1690, 0.0; 0.7486241261341663; 2160.1348764932045, 22443.90241933173; 7646.168753560371
8, 16, 9, PREMIUM_PRIORITY: 1802, 0, 1.0; 4950, 1696, 0.6573737373737374; 5056, 0, 1.0; 1696, 1696, 0.0; 0.7488151658767772; 2435.5787856292736, 22398.640055163807; 7649.326958742903
9, 16, 9, PREMIUM_PRIORITY: 1953, 0, 1.0; 4862, 1667, 0.6571369806663925; 5148, 0, 1.0; 1667, 1667, 0.0; 0.7553925165077036; 2231.218883108595, 22445.077719406545; 7647.297546105055
10, 16, 9, PREMIUM_PRIORITY: 1876, 0, 1.0; 4812, 1660, 0.6550290939318371; 5028, 0, 1.0; 1660, 1660, 0.0; 0.7517942583732058; 2300.269256964646, 23655.169858255715; 7677.898193374741
11, 16, 9, PREMIUM_PRIORITY: 1879, 0, 1.0; 4845, 1671, 0.6551083591331269; 5053, 0, 1.0; 1671, 1671, 0.0; 0.7514872099940512; 2168.752340630759, 21308.092850576344; 7618.582956982161
12, 16, 9, PREMIUM_PRIORITY: 1888, 0, 1.0; 4838, 1658, 0.6572964034725093; 5068, 0, 1.0; 1658, 1658, 0.0; 0.7534939042521558; 2394.843323633264, 22466.381810506355; 7650.349750384063
13, 16, 9, PREMIUM_PRIORITY: 1918, 0, 1.0; 4898, 1697, 0.6535320538995508; 5119, 0, 1.0; 1697, 1697, 0.0; 0.7510269953051643; 2097.7489724536135, 23236.443467868114; 7664.545033015706
14, 16, 9, PREMIUM_PRIORITY: 1944, 0, 1.0; 4881, 1680, 0.6558082360172096; 5145, 0, 1.0; 1680, 1680, 0.0; 0.7538461538461538; 2596.424552115379, 22056.194308964376; 7643.458931561036
15, 16, 9, PREMIUM_PRIORITY: 1845, 0, 1.0; 4902, 1661, 0.6611587107303142; 5086, 0, 1.0; 1661, 1661, 0.0; 0.7538165110419446; 2336.192909875943, 21606.31631318404; 7628.452371724596
16, 16, 9, PREMIUM_PRIORITY: 1900, 0, 1.0; 4895, 1680, 0.6567926455566905; 5115, 0, 1.0; 1680, 1680, 0.0; 0.7527593818984547; 2490.1417887337593, 22404.85976459489; 7650.323176699683
17, 16, 9, PREMIUM_PRIORITY: 1933, 0, 1.0; 4943, 1664, 0.6633623305684807; 5212, 0, 1.0; 1664, 1664, 0.0; 0.7579988365328679; 2672.063891789716, 20220.48677597013; 7599.829535119827
18, 16, 9, PREMIUM_PRIORITY: 1786, 0, 1.0; 4893, 1656, 0.6615573267933783; 5023, 0, 1.0; 1656, 1656, 0.0; 0.7520586914208713; 2614.2016154211015, 22376.525709128444; 7651.551664330485
19, 16, 9, PREMIUM_PRIORITY: 1839, 0, 1.0; 4805, 1666, 0.6532778355879292; 4978, 0, 1.0; 1666, 1666, 0.0; 0.7492474413004214; 2667.8290920992295, 21949.289843482577; 7641.955023796051
20, 16, 9, PREMIUM_PRIORITY: 1864, 0, 1.0; 4771, 1679, 0.6480821630685392; 4956, 0, 1.0; 1679, 1679, 0.0; 0.7469480030143181; 2516.3288829956437, 22708.976636161824; 7658.15035300031
21, 16, 9, PREMIUM_PRIORITY: 1848, 0, 1.0; 4826, 1660, 0.6560298383754662; 5014, 0, 1.0; 1660, 1660, 0.0; 0.7512735990410548; 2136.604001226864, 23104.73750382765; 7661.932108148115
22, 16, 9, PREMIUM_PRIORITY: 1852, 0, 1.0; 4884, 1686, 0.6547911547911548; 5050, 0, 1.0; 1686, 1686, 0.0; 0.7497030878859858; 3086.3571007419087, 23282.378447238283; 7680.965952950035
23, 16, 9, PREMIUM_PRIORITY: 1897, 0, 1.0; 4887, 1671, 0.6580724370779619; 5113, 0, 1.0; 1671, 1671, 0.0; 0.753685141509434; 2684.349950517091, 22475.490436183492; 7655.052503926767
24, 16, 9, PREMIUM_PRIORITY: 1914, 0, 1.0; 4928, 1682, 0.658685064935065; 5160, 0, 1.0; 1682, 1682, 0.0; 0.7541654486992108; 2693.0057921859407, 22849.17383544259; 7664.3061177678455
25, 16, 9, PREMIUM_PRIORITY: 1890, 0, 1.0; 4868, 1686, 0.6536565324568611; 5072, 0, 1.0; 1686, 1686, 0.0; 0.7505179047055341; 3095.2144208014506, 21526.30637816692; 7638.246509789096
26, 16, 9, PREMIUM_PRIORITY: 1972, 0, 1.0; 4705, 1675, 0.6439957492029755; 5002, 0, 1.0; 1675, 1675, 0.0; 0.7491388348060506; 2496.7714539599547, 20768.200100610207; 7610.4834892428435
27, 16, 9, PREMIUM_PRIORITY: 1945, 0, 1.0; 4910, 1664, 0.6610997963340122; 5191, 0, 1.0; 1664, 1664, 0.0; 0.7572574762946754; 2771.2821031107305, 22148.371447841942; 7648.414621453809
28, 16, 9, PREMIUM_PRIORITY: 1918, 0, 1.0; 4810, 1674, 0.651975051975052; 5054, 0, 1.0; 1674, 1674, 0.0; 0.7511890606420928; 2226.6253930197854, 22016.066191394217; 7636.756532181951
29, 16, 9, PREMIUM_PRIORITY: 1903, 0, 1.0; 4881, 1649, 0.662159393566892; 5135, 0, 1.0; 1649, 1649, 0.0; 0.7569280660377359; 2913.2295075401635, 20960.406145874018; 7621.6194161767135
30, 16, 9, PREMIUM_PRIORITY: 1837, 0, 1.0; 4805, 1650, 0.6566077003121749; 4992, 0, 1.0; 1650, 1650, 0.0; 0.7515808491418248; 2716.987668085858, 21112.391527284053; 7622.291507136237
1, 16, 10, PREMIUM_PRIORITY: 1948, 0, 1.0; 4985, 1846, 0.6296890672016049; 5087, 0, 1.0; 1846, 1846, 0.0; 0.7337371989037935; 2468.8847730655543, 22943.21464523363; 8032.132621758502
2, 16, 10, PREMIUM_PRIORITY: 1901, 0, 1.0; 5041, 1843, 0.6343979369172783; 5099, 0, 1.0; 1843, 1843, 0.0; 0.7345145491212908; 2812.264145525871, 26052.875171281747; 8113.3373510751335
3, 16, 10, PREMIUM_PRIORITY: 1919, 0, 1.0; 4982, 1846, 0.6294660778803693; 5055, 0, 1.0; 1846, 1846, 0.0; 0.7325025358643675; 2340.325424708979, 23622.25514915322; 8046.714834617688
4, 16, 10, PREMIUM_PRIORITY: 1850, 0, 1.0; 5110, 1850, 0.6379647749510764; 5110, 0, 1.0; 1850, 1850, 0.0; 0.7341954022988506; 2602.7895131156984, 24928.896231456092; 8082.6650433516115
5, 16, 10, PREMIUM_PRIORITY: 1843, 0, 1.0; 5046, 1845, 0.6343638525564803; 5044, 0, 1.0; 1845, 1845, 0.0; 0.7321817390042096; 2713.723906988118, 25502.132292159105; 8098.371574738223
6, 16, 10, PREMIUM_PRIORITY: 1924, 0, 1.0; 5070, 1854, 0.6343195266272189; 5140, 0, 1.0; 1854, 1854, 0.0; 0.734915641978839; 2595.283034689972, 23046.736944862278; 8036.615222405531
7, 16, 10, PREMIUM_PRIORITY: 1910, 0, 1.0; 5005, 1882, 0.6239760239760239; 5033, 0, 1.0; 1882, 1882, 0.0; 0.7278380332610268; 2177.1756225874124, 24923.742434959364; 8075.952384536075
8, 16, 10, PREMIUM_PRIORITY: 1802, 0, 1.0; 5128, 1874, 0.6345553822152886; 5056, 0, 1.0; 1874, 1874, 0.0; 0.7295815295815296; 2542.1146342429565, 23950.66393344011; 8057.852501048429
9, 16, 10, PREMIUM_PRIORITY: 1953, 0, 1.0; 5026, 1831, 0.6356943891762834; 5148, 0, 1.0; 1831, 1831, 0.0; 0.7376414959163204; 2324.2081077881885, 22809.5799801025; 8026.632255944462
10, 16, 10, PREMIUM_PRIORITY: 1876, 0, 1.0; 4988, 1836, 0.631916599839615; 5028, 0, 1.0; 1836, 1836, 0.0; 0.7325174825174825; 2176.837963488084, 24239.16915257409; 8059.240310896565
11, 16, 10, PREMIUM_PRIORITY: 1879, 0, 1.0; 5038, 1863, 0.630210400952759; 5054, 0, 1.0; 1863, 1863, 0.0; 0.7306635824779528; 2207.457365926326, 25545.776145889715; 8091.60161517593
12, 16, 10, PREMIUM_PRIORITY: 1888, 0, 1.0; 5038, 1858, 0.6312028582770941; 5068, 0, 1.0; 1858, 1858, 0.0; 0.7317354894600058; 2446.2283308575134, 24649.590139535547; 8073.425674001936
13, 16, 10, PREMIUM_PRIORITY: 1918, 0, 1.0; 5069, 1868, 0.6314855000986388; 5119, 0, 1.0; 1868, 1868, 0.0; 0.7326463432088164; 2042.3931860845041, 25134.341215136126; 8079.006078963558
14, 16, 10, PREMIUM_PRIORITY: 1944, 0, 1.0; 5038, 1837, 0.6353711790393013; 5145, 0, 1.0; 1837, 1837, 0.0; 0.7368948725293611; 2538.9531789793837, 22606.665950487455; 8025.003622990149
15, 16, 10, PREMIUM_PRIORITY: 1845, 0, 1.0; 5085, 1844, 0.6373647984267453; 5086, 0, 1.0; 1844, 1844, 0.0; 0.7339105339105338; 2235.659702174642, 24237.06268783666; 8060.099239558241
16, 16, 10, PREMIUM_PRIORITY: 1900, 0, 1.0; 5062, 1847, 0.6351244567364678; 5115, 0, 1.0; 1847, 1847, 0.0; 0.7347026716460787; 2501.482148662166, 24622.559633204946; 8073.6211195396545
17, 16, 10, PREMIUM_PRIORITY: 1933, 0, 1.0; 5124, 1845, 0.6399297423887588; 5212, 0, 1.0; 1845, 1845, 0.0; 0.7385574606773416; 2736.209465408363, 21514.208764116105; 8001.395241327011
18, 16, 10, PREMIUM_PRIORITY: 1786, 0, 1.0; 5080, 1843, 0.6372047244094488; 5023, 0, 1.0; 1843, 1843, 0.0; 0.73157588115351; 2552.3850809857104, 24522.759971221472; 8071.973316027208
19, 16, 10, PREMIUM_PRIORITY: 1839, 0, 1.0; 4997, 1858, 0.6281769061436862; 4978, 0, 1.0; 1858, 1858, 0.0; 0.7282036278525453; 2605.8448229530477, 23965.253632932712; 8059.194859730369
20, 16, 10, PREMIUM_PRIORITY: 1864, 0, 1.0; 4953, 1861, 0.6242681203311125; 4956, 0, 1.0; 1861, 1861, 0.0; 0.7270060143758251; 2377.715428638214, 25973.91693661762; 8104.685235443998
21, 16, 10, PREMIUM_PRIORITY: 1848, 0, 1.0; 5028, 1862, 0.6296738265712013; 5014, 0, 1.0; 1862, 1862, 0.0; 0.7292030250145434; 2093.200240945691, 25746.019232590537; 8094.720235000476
22, 16, 10, PREMIUM_PRIORITY: 1852, 0, 1.0; 5043, 1845, 0.6341463414634146; 5050, 0, 1.0; 1845, 1845, 0.0; 0.7324147933284989; 3246.6221605966275, 23995.744139918243; 8069.855765423905
23, 16, 10, PREMIUM_PRIORITY: 1893, 0, 1.0; 5063, 1847, 0.6351965238001185; 5109, 0, 1.0; 1847, 1847, 0.0; 0.7344738355376653; 2481.424212658443, 23908.569693216778; 8055.885944613695
24, 16, 10, PREMIUM_PRIORITY: 1914, 0, 1.0; 5114, 1868, 0.6347281971059835; 5160, 0, 1.0; 1868, 1868, 0.0; 0.7342060330108139; 2802.27632181409, 24597.062830601455; 8077.654024060611
25, 16, 10, PREMIUM_PRIORITY: 1890, 0, 1.0; 5062, 1880, 0.6286052943500593; 5072, 0, 1.0; 1880, 1880, 0.0; 0.7295742232451093; 3171.0801561348635, 25224.557267041004; 8098.675554766778
26, 16, 10, PREMIUM_PRIORITY: 1972, 0, 1.0; 4887, 1857, 0.620012277470841; 5002, 0, 1.0; 1857, 1857, 0.0; 0.7292608251931769; 2442.776411536179, 22565.797330930436; 8022.517784088148
27, 16, 10, PREMIUM_PRIORITY: 1945, 0, 1.0; 5105, 1859, 0.635847208619001; 5191, 0, 1.0; 1859, 1859, 0.0; 0.7363120567375887; 2653.9043584619067, 26968.729311216666; 8133.2377470713645
28, 16, 10, PREMIUM_PRIORITY: 1918, 0, 1.0; 4991, 1855, 0.6283309957924264; 5054, 0, 1.0; 1855, 1855, 0.0; 0.7315096251266464; 2296.076907002949, 24396.85499381424; 8064.933960909798
29, 16, 10, PREMIUM_PRIORITY: 1903, 0, 1.0; 5076, 1844, 0.6367218282111899; 5135, 0, 1.0; 1844, 1844, 0.0; 0.7357787648660267; 2943.064097159062, 24990.975094270994; 8089.446217494789
30, 16, 10, PREMIUM_PRIORITY: 1837, 0, 1.0; 4980, 1825, 0.6335341365461847; 4992, 0, 1.0; 1825, 1825, 0.0; 0.7322869297344874; 2509.2024089656043, 24131.89791131996; 8061.766117260252
1, 16, 11, PREMIUM_PRIORITY: 1948, 0, 1.0; 5172, 2033, 0.6069218870843001; 5087, 0, 1.0; 2033, 2033, 0.0; 0.7144662921348315; 2494.7016227671847, 28598.468776646812; 8539.547298830039
2, 16, 11, PREMIUM_PRIORITY: 1901, 0, 1.0; 5246, 2048, 0.6096073198627525; 5099, 0, 1.0; 2048, 2048, 0.0; 0.713446201203302; 2638.999406284245, 28852.877941208964; 8547.98927390057
3, 16, 11, PREMIUM_PRIORITY: 1919, 0, 1.0; 5164, 2028, 0.6072811773818745; 5055, 0, 1.0; 2028, 2028, 0.0; 0.7136806437950021; 2239.6455200835044, 26242.835204746007; 8478.11132554569
4, 16, 11, PREMIUM_PRIORITY: 1850, 0, 1.0; 5294, 2034, 0.6157914620324896; 5110, 0, 1.0; 2034, 2034, 0.0; 0.7152855543113101; 2703.3389437713777, 27646.80260133848; 8519.551023329128
5, 16, 11, PREMIUM_PRIORITY: 1843, 0, 1.0; 5235, 2034, 0.611461318051576; 5044, 0, 1.0; 2034, 2034, 0.0; 0.7126306866346426; 2742.4139142051426, 27847.353946552947; 8525.05016284405
6, 16, 11, PREMIUM_PRIORITY: 1924, 0, 1.0; 5250, 2034, 0.6125714285714285; 5140, 0, 1.0; 2034, 2034, 0.0; 0.7164761639252857; 2455.6499804735067, 25053.830133680327; 8452.43686605548
7, 16, 11, PREMIUM_PRIORITY: 1910, 0, 1.0; 5184, 2061, 0.6024305555555556; 5033, 0, 1.0; 2061, 2061, 0.0; 0.7094727939103468; 2186.5727916863543, 26811.771188736035; 8491.174709120252
8, 16, 11, PREMIUM_PRIORITY: 1802, 0, 1.0; 5291, 2037, 0.615006615006615; 5056, 0, 1.0; 2037, 2037, 0.0; 0.7128154518539405; 2460.3763442438794, 25626.139216540498; 8466.477079064583
9, 16, 11, PREMIUM_PRIORITY: 1953, 0, 1.0; 5217, 2023, 0.6122292505271228; 5148, 1, 0.9998057498057498; 2022, 2022, 0.0; 0.7178521617852162; 2322.9991942814086, 26312.046582654017; 8481.090410083412
10, 16, 11, PREMIUM_PRIORITY: 1876, 0, 1.0; 5190, 2038, 0.6073217726396918; 5028, 0, 1.0; 2038, 2038, 0.0; 0.7115765638267761; 2267.6075972400286, 28256.309684771622; 8527.682437264213
11, 16, 11, PREMIUM_PRIORITY: 1879, 0, 1.0; 5225, 2050, 0.6076555023923444; 5054, 0, 1.0; 2050, 2050, 0.0; 0.7114301801801801; 2320.964332585718, 28254.441725666693; 8528.462609166407
12, 16, 11, PREMIUM_PRIORITY: 1888, 0, 1.0; 5216, 2036, 0.6096625766871165; 5068, 0, 1.0; 2036, 2036, 0.0; 0.7134009009009009; 2428.127635153476, 26042.472114714008; 8476.138497153133
13, 16, 11, PREMIUM_PRIORITY: 1918, 0, 1.0; 5258, 2057, 0.608786610878661; 5119, 0, 1.0; 2057, 2057, 0.0; 0.7133500557413601; 2017.9918001059268, 28064.96809896911; 8519.149689797909
14, 16, 11, PREMIUM_PRIORITY: 1944, 0, 1.0; 5251, 2050, 0.6095981717768044; 5145, 0, 1.0; 2050, 2050, 0.0; 0.715079916608756; 2789.484136161598, 26401.76698559968; 8490.499424970112
15, 16, 11, PREMIUM_PRIORITY: 1845, 0, 1.0; 5287, 2046, 0.6130130508795157; 5086, 0, 1.0; 2046, 2046, 0.0; 0.7131239484015703; 2417.4713157997758, 29159.0998452785; 8552.034135635246
16, 16, 11, PREMIUM_PRIORITY: 1900, 0, 1.0; 5251, 2036, 0.6122643306036946; 5115, 0, 1.0; 2036, 2036, 0.0; 0.7152845755838344; 2420.384274652257, 26583.196832728237; 8489.214917430249
17, 16, 11, PREMIUM_PRIORITY: 1933, 0, 1.0; 5335, 2056, 0.6146204311152765; 5212, 0, 1.0; 2056, 2056, 0.0; 0.717116125481563; 2829.4335371767957, 25853.113485416266; 8477.727931469442
18, 16, 11, PREMIUM_PRIORITY: 1786, 0, 1.0; 5255, 2018, 0.6159847764034253; 5023, 0, 1.0; 2018, 2018, 0.0; 0.7133929839511433; 2460.6019529405603, 26516.68953910026; 8488.214239214027
19, 16, 11, PREMIUM_PRIORITY: 1839, 0, 1.0; 5202, 2063, 0.6034217608612072; 4978, 0, 1.0; 2063, 2063, 0.0; 0.7070018463286465; 2615.384903054277, 30070.940471426133; 8577.350337385644
20, 16, 11, PREMIUM_PRIORITY: 1864, 0, 1.0; 5134, 2042, 0.6022594468250877; 4956, 0, 1.0; 2042, 2042, 0.0; 0.708202343526722; 2447.4600675491383, 26359.532943970262; 8484.175483606583
21, 16, 11, PREMIUM_PRIORITY: 1848, 0, 1.0; 5213, 2047, 0.6073278342605026; 5014, 0, 1.0; 2047, 2047, 0.0; 0.7100977198697068; 2138.3315282819676, 27220.223047213192; 8500.396288494685
22, 16, 11, PREMIUM_PRIORITY: 1852, 0, 1.0; 5238, 2040, 0.6105383734249714; 5050, 0, 1.0; 2040, 2040, 0.0; 0.7122708039492243; 3218.6048808445485, 26946.567517410396; 8510.436306616539
23, 16, 11, PREMIUM_PRIORITY: 1896, 0, 1.0; 5262, 2046, 0.6111744583808438; 5112, 0, 1.0; 2046, 2046, 0.0; 0.7141659681475272; 2329.23465540327, 25880.900402653293; 8470.664891398375
24, 16, 11, PREMIUM_PRIORITY: 1914, 0, 1.0; 5292, 2046, 0.6133786848072562; 5160, 0, 1.0; 2046, 2046, 0.0; 0.7160699417152373; 2772.976049828678, 27225.373907611516; 8510.34387351644
25, 16, 11, PREMIUM_PRIORITY: 1890, 0, 1.0; 5243, 2061, 0.6069044440205988; 5072, 0, 1.0; 2061, 2061, 0.0; 0.7110612645450722; 3128.8139089526812, 27972.88774639464; 8534.0937852589
26, 16, 11, PREMIUM_PRIORITY: 1972, 0, 1.0; 5070, 2040, 0.5976331360946745; 5002, 0, 1.0; 2040, 2040, 0.0; 0.7103095711445613; 2563.1832760893594, 26503.99415497882; 8489.491979483604
27, 16, 11, PREMIUM_PRIORITY: 1945, 0, 1.0; 5287, 2041, 0.6139587667864573; 5191, 0, 1.0; 2041, 2041, 0.0; 0.7177820796460177; 2876.2595735140058, 26865.06339947594; 8503.149016839214
28, 16, 11, PREMIUM_PRIORITY: 1918, 0, 1.0; 5195, 2059, 0.6036573628488932; 5054, 0, 1.0; 2059, 2059, 0.0; 0.7105300154646422; 2365.831489554097, 28055.200854688344; 8524.29455581585
29, 16, 11, PREMIUM_PRIORITY: 1903, 0, 1.0; 5281, 2049, 0.6120053020261313; 5135, 0, 1.0; 2049, 2049, 0.0; 0.71478285077951; 3014.683574306342, 27071.3194888321; 8510.324923794096
30, 16, 11, PREMIUM_PRIORITY: 1837, 0, 1.0; 5184, 2029, 0.6086033950617284; 4992, 0, 1.0; 2029, 2029, 0.0; 0.7110098276598775; 2564.7292815410474, 27590.35576461318; 8516.028302184051
1, 16, 12, PREMIUM_PRIORITY: 1948, 0, 1.0; 5344, 2205, 0.5873877245508983; 5087, 0, 1.0; 2205, 2205, 0.0; 0.6976138233680746; 2339.6160248506058, 27259.6206953738; 8873.472895926454
2, 16, 12, PREMIUM_PRIORITY: 1901, 0, 1.0; 5398, 2200, 0.5924416450537235; 5099, 0, 1.0; 2200, 2200, 0.0; 0.6985888477873681; 2792.0926690977503, 27512.18662248201; 8886.63932197518
3, 16, 12, PREMIUM_PRIORITY: 1919, 0, 1.0; 5349, 2213, 0.5862778089362497; 5055, 0, 1.0; 2213, 2213, 0.0; 0.695514584479912; 2191.8273922087683, 29613.350851884723; 8928.62791495518
4, 16, 12, PREMIUM_PRIORITY: 1850, 0, 1.0; 5497, 2237, 0.5930507549572495; 5110, 0, 1.0; 2237, 2237, 0.0; 0.6955219817612631; 2661.501562349178, 30680.23320215066; 8961.933691612652
5, 16, 12, PREMIUM_PRIORITY: 1843, 0, 1.0; 5406, 2205, 0.5921198668146503; 5044, 0, 1.0; 2205, 2205, 0.0; 0.6958201131190509; 2632.623979293974, 27923.7439623854; 8894.215313047289
6, 16, 12, PREMIUM_PRIORITY: 1924, 0, 1.0; 5452, 2236, 0.5898752751283933; 5140, 0, 1.0; 2236, 2236, 0.0; 0.6968546637744035; 2397.684677529265, 30143.178023496977; 8944.744107487582
7, 16, 12, PREMIUM_PRIORITY: 1910, 0, 1.0; 5380, 2245, 0.5827137546468402; 5033, 0, 1.0; 2257, 2245, 0.005316792202038068; 0.6920438957475994; 2170.326857322929, 29004.535167768685; 8913.43716676721
8, 16, 12, PREMIUM_PRIORITY: 1802, 0, 1.0; 5498, 2244, 0.5918515823935977; 5056, 0, 1.0; 2244, 2244, 0.0; 0.6926027397260274; 2388.0747043128504, 30464.822304517482; 8952.445033807948
9, 16, 12, PREMIUM_PRIORITY: 1953, 0, 1.0; 5421, 2226, 0.5893746541228555; 5148, 0, 1.0; 2226, 2226, 0.0; 0.6981285598047193; 2420.6306366945937, 30152.801014548488; 8945.334070327706
10, 16, 12, PREMIUM_PRIORITY: 1876, 0, 1.0; 5379, 2227, 0.5859825246328314; 5028, 0, 1.0; 2227, 2227, 0.0; 0.6930392832529291; 2256.6899342156394, 30379.929288565618; 8948.33990423857
11, 16, 12, PREMIUM_PRIORITY: 1879, 0, 1.0; 5398, 2223, 0.588180807706558; 5054, 0, 1.0; 2223, 2223, 0.0; 0.6945169712793733; 2014.9554003631347, 28095.915033256475; 8888.857950460093
12, 16, 12, PREMIUM_PRIORITY: 1888, 0, 1.0; 5409, 2229, 0.5879090404880754; 5068, 0, 1.0; 2229, 2229, 0.0; 0.6945319994518295; 2426.1844672021543, 29990.79787949093; 8941.46637452761
13, 16, 12, PREMIUM_PRIORITY: 1918, 0, 1.0; 5440, 2239, 0.5884191176470588; 5119, 0, 1.0; 2239, 2239, 0.0; 0.6957053547159554; 2056.9390064157487, 30421.55127262861; 8946.264295443203
